order_id,order_date,customer_id,product_id,quantity,customer_name,email,phone_number,address_line_1,city,country,postcode,loyalty_card,PhoneNumberValid,coffee_type,roast_type,size,unit_price,price_per_100g,profit,day,month_name,year
GNL-98714-885,2020-03-07,83731-53280-YC,R-M-1,3,Adele McFayden,No email,+44 (123) 755-7484,28 Darwin Terrace,Wirral,UK,CH48,Yes,True,Rob,M,1.0,9.95,0.995,0.597,Saturday,March,2020
GNO-91911-159,2020-12-17,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,+353 (460) 272-4069,43 Fremont Point,Dublin,IR,D04,No,True,Lib,D,0.5,7.77,1.554,1.0101,Thursday,December,2020
GNZ-46006-527,2022-04-05,95875-73336-RG,L-D-0.2,3,Patrice Trobe,ptrobee@wunderground.com,+1 (314) 240-7896,827 Declaration Plaza,Saint Louis,US,63131,Yes,True,Lib,D,0.2,3.885,1.9425,0.50505,Tuesday,April,2022
GOI-41472-677,2021-08-04,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,No phone number,6094 Dawn Junction,Lexington,US,40596,Yes,False,Exc,D,2.5,27.945,1.1178,3.07395,Wednesday,August,2021
GOW-03198-575,2021-03-13,61513-27752-FA,A-D-0.5,4,Mahala Ludwell,mludwell3e@blogger.com,+1 (303) 242-3542,6 Bay Center,Denver,US,80217,Yes,True,Ara,D,0.5,5.97,1.194,0.5373,Saturday,March,2021
GPH-40635-105,2020-07-14,37397-05992-VO,A-M-1,1,Hewet Synnot,hsynnot3i@about.com,+1 (907) 245-0601,9667 Lunder Court,Anchorage,US,99599,No,True,Ara,M,1.0,11.25,1.125,1.0125,Tuesday,July,2020
GPR-19973-483,2019-06-26,92926-08470-YS,R-D-0.5,5,Betty Fominov,bfominov33@yale.edu,No phone number,305 Tennyson Court,Pensacola,US,32575,No,False,Rob,D,0.5,5.37,1.074,0.3222,Wednesday,June,2019
GPT-67705-953,2019-11-12,70631-33225-MZ,A-M-0.2,5,Correy Bourner,cbournermw@chronoengine.com,No phone number,6058 Lunder Junction,Charlotte,US,28299,Yes,False,Ara,M,0.2,3.375,1.6875,0.30375,Tuesday,November,2019
GPU-65651-504,2022-05-11,83947-45528-ET,E-M-2.5,2,Leesa Flaonier,lflaoniera8@wordpress.org,+1 (718) 586-2839,25 Saint Paul Drive,Staten Island,US,10305,No,True,Exc,M,2.5,31.625,1.265,3.47875,Wednesday,May,2022
GPU-79113-136,2019-05-22,73284-01385-SJ,R-D-0.2,3,Abigail Tolworthy,atolworthy16@toplist.cz,+1 (801) 722-4425,74 Shopko Way,Ogden,US,84409,Yes,True,Rob,D,0.2,2.685,1.3425,0.1611,Wednesday,May,2019
GPW-43956-761,2019-01-26,09667-09231-YM,E-L-0.5,6,Bearnard Wardell,bwardellqu@adobe.com,+1 (347) 311-2289,57299 Tennessee Hill,Brooklyn,US,11210,Yes,True,Exc,L,0.5,8.91,1.782,0.9801,Saturday,January,2019
GPZ-36017-366,2019-07-01,65732-22589-OW,A-D-2.5,5,Kippie Marrison,kmarrisonoq@dropbox.com,+1 (303) 808-6803,84 Sutherland Alley,Denver,US,80243,Yes,True,Ara,D,2.5,22.885,0.9154,2.05965,Monday,July,2019
GQA-37241-629,2020-01-01,08405-33165-BS,A-M-0.2,2,Fanchette Parlot,fparlotrb@forbes.com,+1 (614) 706-1246,7765 Westridge Lane,Columbus,US,43231,Yes,True,Ara,M,0.2,3.375,1.6875,0.30375,Wednesday,January,2020
GQR-12490-152,2019-03-14,22832-98538-RB,R-L-0.2,1,Sidney Gawen,sgaweng7@creativecommons.org,+1 (571) 317-3089,9231 Stang Drive,Sterling,US,20167,Yes,True,Rob,L,0.2,3.585,1.7925,0.2151,Thursday,March,2019
GRB-68838-629,2021-09-10,15064-65241-HB,R-L-2.5,4,Gwenni Ratt,grattqd@phpbb.com,+353 (878) 618-9723,55 Montana Road,Castlemartyr,IR,H71,No,True,Rob,L,2.5,27.485,1.0994,1.6491,Friday,September,2021
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,+1 (253) 638-4435,04 Hanson Junction,Tacoma,US,98464,No,True,Exc,M,1.0,13.75,1.375,1.5125,Friday,August,2019
GSJ-01065-125,2020-03-31,69779-40609-RS,E-D-0.2,4,Dael Camilletti,dcamilletti5w@businesswire.com,+1 (540) 722-6065,782 American Terrace,Roanoke,US,24009,Yes,True,Exc,D,0.2,3.645,1.8225,0.40095,Tuesday,March,2020
GTS-22482-014,2022-03-24,36769-16558-SX,L-M-2.5,4,Lamond Gheeraert,No email,+1 (785) 654-9564,02354 Melvin Parkway,Topeka,US,66622,Yes,True,Lib,M,2.5,33.465,1.3386,4.35045,Thursday,March,2022
GTT-73214-334,2019-01-20,98636-90072-YE,A-L-1,6,Nobe Buney,nbuneylx@jugem.jp,+1 (510) 973-7084,7 Anzinger Parkway,Richmond,US,94807,No,True,Ara,L,1.0,12.95,1.295,1.1655,Sunday,January,2019
GUG-45603-775,2022-02-06,40959-32642-DN,L-L-0.2,5,Rhodie Strathern,rstrathernqn@devhub.com,No phone number,63071 Warner Terrace,Little Rock,US,72215,Yes,False,Lib,L,0.2,4.755,2.3775,0.61815,Sunday,February,2022
GUU-40666-525,2021-11-24,68555-89840-GZ,A-L-0.2,3,Morgen Seson,msesonck@census.gov,+1 (206) 642-0902,92847 Schlimgen Road,Seattle,US,98109,No,True,Ara,L,0.2,3.885,1.9425,0.34965,Wednesday,November,2021
GVG-59542-307,2019-07-02,26314-66792-VP,E-M-1,2,Bran Sterke,bsterkekw@biblegateway.com,+1 (682) 617-0470,0066 Hanover Avenue,Fort Worth,US,76198,Yes,True,Exc,M,1.0,13.75,1.375,1.5125,Tuesday,July,2019
GYA-80327-368,2021-06-04,06899-54551-EH,A-D-1,4,Chantal Mersh,cmershdt@drupal.org,+353 (343) 889-4565,52843 Longview Street,Milltown,IR,D04,No,True,Ara,D,1.0,9.95,0.995,0.8955,Friday,June,2021
GZS-50547-887,2019-02-05,61600-55136-UM,E-D-1,2,Corinna Catcheside,ccatchesideaa@macromedia.com,+1 (801) 121-6042,8 Kim Street,Salt Lake City,US,84105,Yes,True,Exc,D,1.0,12.15,1.215,1.3365,Tuesday,February,2019
HBH-64794-080,2021-02-08,40560-18556-YE,R-D-0.2,3,Chaddie Bennie,No email,+1 (915) 204-2588,935 Lawn Circle,El Paso,US,79934,Yes,True,Rob,D,0.2,2.685,1.3425,0.1611,Monday,February,2021
HBY-35655-049,2020-05-04,69207-93422-CQ,E-D-2.5,3,Isis Hessel,ihesselpf@ox.ac.uk,+1 (907) 873-3538,2900 Pennsylvania Court,Fairbanks,US,99709,Yes,True,Exc,D,2.5,27.945,1.1178,3.07395,Monday,May,2020
HCA-87224-420,2022-08-04,62682-27930-PD,E-M-0.5,5,Tamarah Fero,tfero4n@comsenz.com,+1 (262) 954-6859,6 Fisk Street,Racine,US,53405,Yes,True,Exc,M,0.5,8.25,1.65,0.9075,Thursday,August,2022
HCT-95608-959,2020-04-25,08523-01791-TI,R-M-2.5,5,Dorie de la Tremoille,dde12@unesco.org,+1 (612) 492-5160,0817 Dennis Street,Minneapolis,US,55458,No,True,Rob,M,2.5,22.885,0.9154,1.3731,Saturday,April,2020
HDQ-86094-507,2019-04-27,32481-61533-ZJ,E-D-1,6,Parker Tofful,ptoffula4@posterous.com,+1 (310) 210-6841,97465 Almo Alley,Fresno,US,93762,Yes,True,Exc,D,1.0,12.15,1.215,1.3365,Saturday,April,2019
HEL-86709-449,2022-06-10,86579-92122-OC,E-D-2.5,1,Brenn Dundredge,No email,+1 (405) 369-5173,5 Morrow Street,Oklahoma City,US,73129,Yes,True,Exc,D,2.5,27.945,1.1178,3.07395,Friday,June,2022
HFT-77191-168,2021-11-04,48419-02347-XP,R-D-0.2,2,Melosa Kippen,mkippenby@dion.ne.jp,+1 (601) 262-2557,87 Brentwood Hill,Jackson,US,39236,Yes,True,Rob,D,0.2,2.685,1.3425,0.1611,Thursday,November,2021
HGE-19842-613,2022-01-13,49401-45041-ZU,R-L-0.5,4,Janeva Edinboro,jedinboronc@reverbnation.com,+1 (754) 219-4187,24 Bowman Point,Fort Lauderdale,US,33345,Yes,True,Rob,L,0.5,7.17,1.434,0.4302,Thursday,January,2022
HGJ-82768-173,2021-08-26,62741-01322-HU,A-M-1,4,Terencio O'Moylan,tomoylan9c@liveinternet.ru,+44 (911) 807-7254,19 Kings Pass,Church End,UK,CB4,No,True,Ara,M,1.0,11.25,1.125,1.0125,Thursday,August,2021
HHF-36647-854,2021-11-05,39011-18412-GR,A-D-2.5,6,Adora Roubert,aroubertn0@tmall.com,+1 (772) 366-6549,27591 Michigan Place,Port Saint Lucie,US,34985,Yes,True,Ara,D,2.5,22.885,0.9154,2.05965,Friday,November,2021
HHO-79903-185,2022-08-19,53893-01719-CL,A-L-2.5,1,Bee Fattorini,bfattorinio3@quantcast.com,No phone number,433 Caliangt Park,Monaghan,IR,H18,Yes,False,Ara,L,2.5,29.785,1.1914,2.68065,Friday,August,2022
HKN-31467-517,2021-10-24,84045-66771-SL,L-M-1,6,Charlean Keave,ckeaver1@ucoz.com,+1 (850) 410-9647,08019 Fairfield Pass,Pensacola,US,32575,No,True,Lib,M,1.0,14.55,1.455,1.8915,Sunday,October,2021
HMB-30634-745,2020-02-18,19485-98072-PS,A-D-2.5,6,Don Flintiff,dflintiffg1@e-recht24.de,No phone number,7 Helena Junction,London,UK,WC1B,No,False,Ara,D,2.5,22.885,0.9154,2.05965,Tuesday,February,2020
HNI-91338-546,2020-02-07,67285-75317-XI,A-D-0.5,5,Nevins Glowacz,No email,+1 (608) 617-1365,8103 Maywood Center,Madison,US,53726,No,True,Ara,D,0.5,5.97,1.194,0.5373,Friday,February,2020
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,091 Old Gate Road,Saint Louis,US,63143,Yes,True,Lib,M,2.5,33.465,1.3386,4.35045,Monday,February,2019
HPI-42308-142,2020-04-11,06631-86965-XP,E-M-0.5,2,Olag Baudassi,obaudassi18@seesaa.net,+1 (585) 356-6251,55 Dottie Court,Rochester,US,14604,Yes,True,Exc,M,0.5,8.25,1.65,0.9075,Saturday,April,2020
HRM-94548-288,2019-09-08,08934-65581-ZI,A-L-2.5,6,Redd Simao,rsimaonv@simplemachines.org,+1 (479) 898-5090,37 Ridgeway Street,Fort Smith,US,72905,No,True,Ara,L,2.5,29.785,1.1914,2.68065,Sunday,September,2019
HSF-66926-425,2020-03-01,00539-42510-RY,L-D-2.5,5,Nickey Youles,nyoules2t@reference.com,+353 (641) 846-7654,12461 Dryden Pass,Edgeworthstown,IR,E25,Yes,True,Lib,D,2.5,29.785,1.1914,3.87205,Sunday,March,2020
HST-96923-073,2019-07-18,54722-76431-EX,R-D-2.5,6,Helli Petroulis,hpetroulisol@state.tx.us,+353 (783) 893-0842,56 Hollow Ridge Circle,Mullagh,IR,V31,No,True,Rob,D,2.5,20.585,0.8234,1.2351,Thursday,July,2019
HTH-52867-812,2021-06-28,29851-36402-UX,A-M-2.5,4,Almeria Burgett,aburgetti5@moonfruit.com,+1 (419) 372-4746,50879 Reindahl Road,Toledo,US,43610,No,True,Ara,M,2.5,25.875,1.035,2.32875,Monday,June,2021
HTR-21838-286,2022-02-11,24669-76297-SF,A-L-1,2,Heloise Zeal,hzeald5@google.de,+1 (206) 775-4468,0420 Schurz Parkway,Seattle,US,98148,No,True,Ara,L,1.0,12.95,1.295,1.1655,Friday,February,2022
HTS-15020-632,2019-08-06,53817-13148-RK,R-M-0.2,3,Gregg Hawkyens,ghawkyensbj@census.gov,No phone number,48 Vidon Street,Lafayette,US,70593,No,False,Rob,M,0.2,2.985,1.4925,0.1791,Tuesday,August,2019
HTY-30660-254,2019-09-16,83844-95908-RX,R-M-1,3,Joey Jefferys,jjefferysqt@blog.com,No phone number,526 Helena Crossing,Los Angeles,US,90040,Yes,False,Rob,M,1.0,9.95,0.995,0.597,Monday,September,2019
HUB-47311-849,2021-12-07,04521-04300-OK,L-M-0.5,3,Stanislaus Gilroy,sgilroy1n@eepurl.com,No phone number,9120 Harbort Terrace,Saint Paul,US,55123,Yes,False,Lib,M,0.5,8.73,1.746,1.1349,Tuesday,December,2021
HUG-52766-375,2020-06-05,78786-77449-RQ,A-D-2.5,4,Jermaine Branchett,jbranchettii@bravesites.com,+1 (806) 376-6144,55287 Atwood Alley,Lubbock,US,79491,No,True,Ara,D,2.5,22.885,0.9154,2.05965,Friday,June,2020
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,Lothaire Mizzi,lmizzi26@rakuten.co.jp,+1 (214) 719-8530,74 Atwood Lane,Dallas,US,75323,Yes,True,Ara,M,0.5,6.75,1.35,0.6075,Monday,March,2020
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,+353 (262) 842-7103,305 Holy Cross Way,Castleblayney,IR,A75,Yes,True,Rob,L,2.5,27.485,1.0994,1.6491,Wednesday,June,2020
HVW-25584-144,2020-04-30,93405-51204-UW,L-L-0.2,5,Lexie Mallan,lmallan6t@state.gov,+1 (225) 484-4771,43 Longview Center,Baton Rouge,US,70820,Yes,True,Lib,L,0.2,4.755,2.3775,0.61815,Thursday,April,2020
HXA-72415-025,2022-05-12,93417-12322-YB,A-D-2.5,2,Dollie Gadsden,dgadsdenib@google.com.hk,+353 (847) 447-7835,70 Ludington Terrace,Cluain Meala,IR,E91,Yes,True,Ara,D,2.5,22.885,0.9154,2.05965,Thursday,May,2022
HXL-22497-359,2019-08-06,64875-71224-UI,A-L-1,3,Marlena Howsden,mhowsden5f@infoseek.co.jp,+1 (901) 806-9640,0410 Autumn Leaf Drive,Memphis,US,38150,No,True,Ara,L,1.0,12.95,1.295,1.1655,Tuesday,August,2019
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,Zaccaria Sherewood,zsherewood2c@apache.org,+1 (209) 433-7924,1325 Jay Terrace,Fresno,US,93715,No,True,Lib,L,0.5,9.51,1.902,1.2363,Thursday,November,2019
HYR-03455-684,2021-12-19,29808-89098-XD,E-D-1,6,Ira Sjostrom,isjostromig@pbs.org,+1 (814) 359-4610,68502 Stoughton Court,Erie,US,16534,No,True,Exc,D,1.0,12.15,1.215,1.3365,Sunday,December,2021
HYR-03455-684,2021-12-19,29808-89098-XD,L-D-0.2,2,Ira Sjostrom,isjostromig@pbs.org,+1 (814) 359-4610,68502 Stoughton Court,Erie,US,16534,No,True,Lib,D,0.2,3.885,1.9425,0.50505,Sunday,December,2021
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,+1 (415) 176-8216,96 Rigney Trail,San Francisco,US,94132,Yes,True,Ara,L,2.5,29.785,1.1914,2.68065,Thursday,July,2022
ICC-73030-502,2022-04-16,59480-02795-IU,A-L-1,3,Reamonn Aynold,raynoldfj@ustream.tv,+1 (414) 429-0919,0380 Orin Road,Milwaukee,US,53263,Yes,True,Ara,L,1.0,12.95,1.295,1.1655,Saturday,April,2022
ICF-17486-106,2020-01-27,19196-09748-DB,L-L-2.5,1,Waylan Springall,wspringallbh@jugem.jp,+1 (626) 495-9253,99 Schurz Pass,Alhambra,US,91841,Yes,True,Lib,L,2.5,36.455,1.4582,4.73915,Monday,January,2020
IDJ-55379-750,2019-10-05,24040-20817-QB,R-M-1,4,Angelia Cleyburn,acleyburngy@lycos.com,+1 (754) 355-3802,45127 Melvin Avenue,Fort Lauderdale,US,33345,No,True,Rob,M,1.0,9.95,0.995,0.597,Saturday,October,2019
IDQ-20193-502,2019-05-06,36021-61205-DF,L-M-0.2,2,Rutger Pithcock,rpithcockb5@yellowbook.com,+1 (865) 655-9540,2425 Corben Street,Knoxville,US,37924,Yes,True,Lib,M,0.2,4.365,2.1825,0.56745,Monday,May,2019
IDU-25793-399,2020-12-04,76664-37050-DT,A-M-0.2,5,Aurea Corradino,acorradinoj@harvard.edu,+1 (646) 202-5965,698 Canary Terrace,New York City,US,10060,Yes,True,Ara,M,0.2,3.375,1.6875,0.30375,Friday,December,2020
IDU-25793-399,2020-12-04,76664-37050-DT,E-D-0.2,4,Aurea Corradino,acorradinoj@harvard.edu,+1 (646) 202-5965,698 Canary Terrace,New York City,US,10060,Yes,True,Exc,D,0.2,3.645,1.8225,0.40095,Friday,December,2020
IGK-51227-573,2019-10-26,46959-60474-LT,L-D-0.5,2,Bob Giannazzi,bgiannazzidm@apple.com,+1 (754) 827-8970,57 Division Plaza,Fort Lauderdale,US,33355,No,True,Lib,D,0.5,7.77,1.554,1.0101,Saturday,October,2019
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,+1 (520) 951-0585,72657 Shelley Alley,Tucson,US,85715,No,True,Rob,L,0.5,7.17,1.434,0.4302,Tuesday,August,2021
IGW-04801-466,2021-05-15,29051-27555-GD,L-D-0.2,1,Jeno Capey,jcapeyhr@bravesites.com,+1 (814) 974-7878,9 Evergreen Circle,Erie,US,16534,Yes,True,Lib,D,0.2,3.885,1.9425,0.50505,Saturday,May,2021
IHN-19982-362,2021-03-29,68894-91205-MP,R-L-1,3,Elna Grise,egrise2g@cargocollective.com,No phone number,92 Becker Circle,Reno,US,89519,No,False,Rob,L,1.0,11.95,1.195,0.717,Monday,March,2021
IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,+1 (775) 344-1930,4306 Northfield Place,Sparks,US,89436,Yes,True,Exc,D,0.2,3.645,1.8225,0.40095,Saturday,May,2021
IIZ-24416-212,2021-05-31,76060-30540-LB,R-D-0.5,6,Baxy Cargen,bcargenow@geocities.jp,+1 (253) 509-6510,58 Carpenter Pass,Seattle,US,98148,Yes,True,Rob,D,0.5,5.37,1.074,0.3222,Monday,May,2021
IJK-34441-720,2019-04-05,97201-58870-WB,A-M-0.5,6,Darcy Lochran,No email,+1 (915) 776-4578,7464 Nobel Way,El Paso,US,88519,Yes,True,Ara,M,0.5,6.75,1.35,0.6075,Friday,April,2019
IKK-62234-199,2022-03-31,91190-84826-IQ,L-L-0.5,6,Raphaela Schankelborg,rschankelborgot@ameblo.jp,No phone number,528 Debs Terrace,Pittsburgh,US,15250,Yes,False,Lib,L,0.5,9.51,1.902,1.2363,Thursday,March,2022
IKL-95976-565,2019-12-09,53486-73919-BQ,A-M-1,2,Rod Gowdie,No email,+1 (360) 347-6756,7 Hansons Trail,Milwaukee,US,53277,No,True,Ara,M,1.0,11.25,1.125,1.0125,Monday,December,2019
IKQ-39946-768,2021-03-19,72778-50968-UQ,R-M-1,6,Isac Jesper,ijespern4@theglobeandmail.com,+1 (239) 918-0943,810 Sage Court,Naples,US,34114,No,True,Rob,M,1.0,9.95,0.995,0.597,Friday,March,2021
ILQ-11027-588,2020-03-29,76293-30918-DQ,E-D-1,6,Philipa Petrushanko,ppetrushanko5c@blinklist.com,+353 (540) 480-2145,08 Laurel Trail,Nenagh,IR,E45,Yes,True,Exc,D,1.0,12.15,1.215,1.3365,Sunday,March,2020
IMP-12563-728,2019-01-03,68346-14810-UA,E-L-0.5,6,Spencer Wastell,No email,+1 (432) 765-8747,80 Oak Alley,Midland,US,79705,No,True,Exc,L,0.5,8.91,1.782,0.9801,Thursday,January,2019
IOB-32673-745,2021-05-28,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,rworg9m@arstechnica.com,+1 (214) 985-2470,8753 Texas Court,Dallas,US,75372,Yes,True,Ara,L,0.5,7.77,1.554,0.6993,Friday,May,2021
IOM-51636-823,2022-08-06,04609-95151-XH,A-D-1,3,Devy Bulbrook,No email,+1 (212) 360-7479,567 Farmco Hill,Jamaica,US,11407,No,True,Ara,D,1.0,9.95,0.995,0.8955,Saturday,August,2022
IOQ-84840-827,2019-11-12,32038-81174-JF,A-M-1,6,Cornie Venour,cvenourfx@ask.com,+1 (318) 578-8039,90 Commercial Pass,Shreveport,US,71161,No,True,Ara,M,1.0,11.25,1.125,1.0125,Tuesday,November,2019
IPA-94170-889,2019-12-04,64439-27325-LG,R-L-0.2,3,Camellia Kid,ckide6@narod.ru,+353 (866) 707-2603,37515 Wayridge Lane,Whitegate,IR,D15,Yes,True,Rob,L,0.2,3.585,1.7925,0.2151,Wednesday,December,2019
IPP-31994-879,2022-01-21,65223-29612-CB,E-D-0.5,3,Shaylynn Lobe,slobe6@nifty.com,+1 (937) 954-4541,7005 Mariners Cove Place,Dayton,US,45440,Yes,True,Exc,D,0.5,7.29,1.458,0.8019,Friday,January,2022
IRJ-67095-738,2019-03-20,86447-02699-UT,E-M-2.5,2,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,+1 (813) 801-0026,1 Ridgeview Place,Tampa,US,33686,Yes,True,Exc,M,2.5,31.625,1.265,3.47875,Wednesday,March,2019
IRV-20769-219,2020-10-15,77131-58092-GE,E-M-0.2,3,Vidovic Antonelli,No email,+44 (810) 927-9266,3242 Corscot Pass,London,UK,EC1V,Yes,True,Exc,M,0.2,4.125,2.0625,0.45375,Thursday,October,2020
IRX-59256-644,2021-12-08,96446-62142-EN,A-D-0.2,3,Clayton Kingwell,ckingwellr3@squarespace.com,+353 (182) 469-0985,947 Burrows Park,Rathnew,IR,R35,Yes,True,Ara,D,0.2,2.985,1.4925,0.26865,Wednesday,December,2021
ISJ-48676-420,2021-10-10,93046-67561-AY,L-L-0.5,6,Keefer Cake,kcakedg@huffingtonpost.com,No phone number,1 Crowley Crossing,San Jose,US,95108,No,False,Lib,L,0.5,9.51,1.902,1.2363,Sunday,October,2021
ISK-42066-094,2020-03-28,41505-42181-EF,E-D-1,3,Sibella Rushbrooke,srushbrooke6q@youku.com,+1 (916) 214-5665,00901 Marquette Plaza,Sacramento,US,94250,Yes,True,Exc,D,1.0,12.15,1.215,1.3365,Saturday,March,2020
ISL-11200-600,2020-07-02,13654-85265-IL,A-D-0.2,6,Rudy Farquharson,No email,No phone number,30178 Claremont Road,Charlesland,IR,A63,Yes,False,Ara,D,0.2,2.985,1.4925,0.26865,Thursday,July,2020
ITA-87418-783,2020-05-22,39396-12890-PE,R-D-2.5,2,Terence Vanyutin,tvanyutind@wix.com,No phone number,331 Bunting Hill,Migrate,US,41905,No,False,Rob,D,2.5,20.585,0.8234,1.2351,Friday,May,2020
ITE-28312-615,2019-09-06,56450-21890-HK,E-L-1,6,Chuck Kendrick,ckendrickl5@webnode.com,No phone number,74028 Hansons Crossing,Monroe,US,71213,Yes,False,Exc,L,1.0,14.85,1.485,1.6335,Friday,September,2019
ITR-54735-364,2020-07-26,92599-58687-CS,R-D-0.2,5,Edin Yantsurev,No email,+1 (856) 793-3491,208 Main Park,Camden,US,8104,Yes,True,Rob,D,0.2,2.685,1.3425,0.1611,Sunday,July,2020
ITY-92466-909,2019-08-07,34927-68586-ZV,A-M-2.5,3,Neville Piatto,No email,+353 (573) 561-9754,118 Vermont Junction,Daingean,IR,E91,Yes,True,Ara,M,2.5,25.875,1.035,2.32875,Wednesday,August,2019
ITZ-21793-986,2021-06-11,67388-17544-XX,E-D-0.2,4,Alon Pllu,aplluju@dagondesign.com,+353 (915) 742-6707,043 American Circle,Navan,IR,D11,Yes,True,Exc,D,0.2,3.645,1.8225,0.40095,Friday,June,2021
IWL-13117-537,2020-04-29,29129-60664-KO,R-D-0.2,3,Guenevere Ruggen,gruggenm6@nymag.com,+1 (408) 211-2306,67 Mendota Hill,San Jose,US,95138,Yes,True,Rob,D,0.2,2.685,1.3425,0.1611,Wednesday,April,2020
IXU-20263-532,2019-11-15,68044-89277-ML,L-M-2.5,2,Kizzie Warman,kwarmancd@printfriendly.com,No phone number,67365 Homewood Center,Sandyford,IR,D04,Yes,False,Lib,M,2.5,33.465,1.3386,4.35045,Friday,November,2019
IXU-67272-326,2020-12-24,91654-79216-IC,E-L-0.5,5,Arlana Ferrea,aferreal4@wikia.com,No phone number,5299 Springs Park,Greensboro,US,27404,No,False,Exc,L,0.5,8.91,1.782,0.9801,Thursday,December,2020
IXW-20780-268,2020-06-24,20236-64364-QL,L-L-2.5,2,Shay Couronne,scouronneh3@mozilla.org,+1 (701) 894-8081,67 David Lane,Fargo,US,58122,Yes,True,Lib,L,2.5,36.455,1.4582,4.73915,Wednesday,June,2020
IYO-10245-081,2020-05-09,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,No email,+1 (502) 913-2943,27 Pine View Crossing,Louisville,US,40298,No,True,Exc,M,2.5,31.625,1.265,3.47875,Saturday,May,2020
IZA-61469-812,2020-01-06,13561-92774-WP,L-D-2.5,4,Ketty Bromehead,kbromehead68@un.org,+1 (646) 586-9964,69 Birchwood Place,New York City,US,10060,Yes,True,Lib,D,2.5,29.785,1.1914,3.87205,Monday,January,2020
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,+1 (808) 868-6669,80254 Cherokee Alley,Honolulu,US,96835,Yes,True,Ara,L,1.0,12.95,1.295,1.1655,Saturday,March,2022
JAF-18294-750,2019-09-06,73564-98204-EY,R-D-2.5,6,Say Risborough,No email,+1 (423) 485-6650,57914 Brentwood Junction,Chattanooga,US,37416,Yes,True,Rob,D,2.5,20.585,0.8234,1.2351,Friday,September,2019
JBE-92943-643,2020-12-29,84466-22864-CE,E-D-2.5,5,Karl Imorts,kimortsee@alexa.com,+1 (321) 156-1160,250 Elmside Junction,Melbourne,US,32941,No,True,Exc,D,2.5,27.945,1.1178,3.07395,Tuesday,December,2020
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,US,28299,Yes,True,Exc,M,2.5,31.625,1.265,3.47875,Thursday,April,2020
JBQ-93412-846,2022-04-27,69037-66822-DW,E-L-2.5,4,Julio Armytage,No email,No phone number,782 Spaight Center,Portumna,IR,V31,Yes,False,Exc,L,2.5,34.155,1.3662,3.75705,Wednesday,April,2022
JBW-95055-851,2021-07-22,47355-97488-XS,A-M-1,5,Anjanette Goldie,agoldieiw@goo.gl,No phone number,3729 Susan Drive,Danbury,US,6816,No,False,Ara,M,1.0,11.25,1.125,1.0125,Thursday,July,2021
JDS-33440-914,2021-10-28,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,+44 (418) 372-8139,59 Rieder Lane,Belfast,UK,BT2,Yes,True,Rob,M,1.0,9.95,0.995,0.597,Thursday,October,2021
JEG-93140-224,2021-02-07,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,No email,+1 (208) 826-3825,91 Old Gate Road,Portland,US,97211,Yes,True,Exc,M,0.5,8.25,1.65,0.9075,Sunday,February,2021
JEH-37276-048,2021-06-30,80896-38819-DW,A-L-0.5,3,Jany Rudeforth,jrudeforthai@wunderground.com,+353 (232) 377-5407,614 Commercial Center,Tullyallen,IR,E25,Yes,True,Ara,L,0.5,7.77,1.554,0.6993,Wednesday,June,2021
JGZ-16947-591,2021-02-02,14264-41252-SL,L-L-0.2,6,Willy Pummery,wpummeryq3@topsy.com,+1 (231) 416-9594,9795 Acker Plaza,Muskegon,US,49444,No,True,Lib,L,0.2,4.755,2.3775,0.61815,Tuesday,February,2021
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,Gay Rizzello,grizzello1x@symantec.com,+44 (247) 225-8003,21 Schmedeman Crossing,Liverpool,UK,L33,Yes,True,Rob,M,1.0,9.95,0.995,0.597,Tuesday,November,2019
