customer_id,customer_name,email,phone_number,address_line_1,city,country,postcode,loyalty_card,PhoneNumberValid
90123-70970-NY,Nertie Poolman,npoolman5q@howstuffworks.com,No phone number,356 Service Way,Charlotte,US,28225,No,False
93809-05424-MG,Orbadiah Duny,oduny5r@constantcontact.com,+1 (806) 181-9003,62772 Arkansas Pass,Lubbock,US,79491,Yes,True
85425-33494-HQ,Constance Halfhide,chalfhide5s@google.ru,+353 (885) 827-8865,75275 Sunnyside Center,Fermoy,IR,P61,Yes,True
54387-64897-XC,Fransisco Malecky,fmalecky5t@list-manage.com,+44 (738) 660-4264,11 Dakota Lane,Whitwell,UK,DL10,No,True
01035-70465-UO,Anselma Attwater,aattwater5u@wikia.com,+1 (434) 821-8618,72 Maryland Terrace,Charlottesville,US,22908,Yes,True
84260-39432-ML,Minette Whellans,mwhellans5v@mapquest.com,No phone number,3 High Crossing Way,New York City,US,10105,No,False
69779-40609-RS,Dael Camilletti,dcamilletti5w@businesswire.com,+1 (540) 722-6065,782 American Terrace,Roanoke,US,24009,Yes,True
80247-70000-HT,Emiline Galgey,egalgey5x@wufoo.com,+1 (718) 311-6732,6 Park Meadow Plaza,New York City,US,10009,No,True
35058-04550-VC,Murdock Hame,mhame5y@newsvine.com,+353 (649) 297-0884,0 Burning Wood Drive,Balally,IR,D04,No,True
27226-53717-SY,Ilka Gurnee,igurnee5z@usnews.com,+1 (801) 642-0352,1 Troy Circle,Salt Lake City,US,84120,No,True
02002-98725-CH,Alfy Snowding,asnowding60@comsenz.com,+1 (419) 996-2492,1691 Comanche Lane,Toledo,US,43635,Yes,True
38487-01549-MV,Godfry Poinsett,gpoinsett61@berkeley.edu,+1 (626) 451-7397,75026 Monica Parkway,Pasadena,US,91131,No,True
98573-41811-EQ,Rem Furman,rfurman62@t.co,+353 (829) 808-4788,91239 Ilene Hill,Kinsale,IR,P17,Yes,True
72463-75685-MV,Charis Crosier,ccrosier63@xrea.com,+1 (816) 578-2743,54506 Arapahoe Center,Lees Summit,US,64082,No,True
14797-35530-HY,Monte Percifull,mpercifull64@netlog.com,+1 (817) 441-3285,7 Stoughton Hill,Fort Worth,US,76121,No,True
10225-91535-AI,Lenka Rushmer,lrushmer65@europa.eu,+1 (949) 869-7598,70379 Canary Plaza,Irvine,US,92619,Yes,True
48090-06534-HI,Waneta Edinborough,wedinborough66@github.io,+1 (516) 445-4950,1 Golden Leaf Hill,Hicksville,US,11854,No,True
80444-58185-FX,Bobbe Piggott,No email,+1 (202) 650-1803,812 Erie Court,Washington,US,20546,Yes,True
13561-92774-WP,Ketty Bromehead,kbromehead68@un.org,+1 (646) 586-9964,69 Birchwood Place,New York City,US,10060,Yes,True
11550-78378-GE,Elsbeth Westerman,ewesterman69@si.edu,+353 (343) 455-4020,7 Packers Court,Newmarket on Fergus,IR,P17,No,True
90961-35603-RP,Anabelle Hutchens,ahutchens6a@amazonaws.com,+1 (913) 108-5997,8 Russell Plaza,Shawnee Mission,US,66276,No,True
57145-03803-ZL,Noak Wyvill,nwyvill6b@naver.com,+44 (872) 383-2829,47 Declaration Alley,Edinburgh,UK,EH9,Yes,True
89115-11966-VF,Beltran Mathon,bmathon6c@barnesandnoble.com,+1 (916) 915-5069,6131 Huxley Pass,Sacramento,US,94291,No,True
05754-41702-FG,Kristos Streight,kstreight6d@about.com,+1 (570) 873-3891,5 Anderson Court,Wilkes Barre,US,18706,No,True
84269-49816-ML,Portie Cutchie,pcutchie6e@globo.com,+1 (336) 679-7755,5 Esch Parkway,Greensboro,US,27499,No,True
23600-98432-ME,Sinclare Edsell,No email,+1 (302) 746-8950,226 Harper Place,Newark,US,19725,Yes,True
79058-02767-CP,Conny Gheraldi,cgheraldi6g@opera.com,+44 (494) 875-2364,28998 Cottonwood Point,Kinloch,UK,PH43,No,True
89208-74646-UK,Beryle Kenwell,bkenwell6h@over-blog.com,+1 (808) 836-6023,62 Dayton Drive,Honolulu,US,96825,No,True
11408-81032-UR,Tomas Sutty,tsutty6i@google.es,+1 (212) 586-1957,736 Mosinee Court,New York City,US,10150,No,True
32070-55528-UG,Samuele Ales0,No email,No phone number,0023 Westport Terrace,Ballinroad,IR,D07,No,False
48873-84433-PN,Carlie Harce,charce6k@cafepress.com,+353 (444) 423-0673,8 Melrose Center,D?n Laoghaire,IR,A96,No,True
32928-18158-OW,Craggy Bril,No email,+1 (513) 461-0440,955 Ridge Oak Street,Cincinnati,US,45218,Yes,True
89711-56688-GG,Friederike Drysdale,fdrysdale6m@symantec.com,+1 (989) 215-5282,0229 Hovde Hill,Midland,US,48670,Yes,True
48389-71976-JB,Devon Magowan,dmagowan6n@fc2.com,+1 (307) 159-5237,42 Sloan Way,Cheyenne,US,82007,No,True
84033-80762-EQ,Codi Littrell,No email,No phone number,3 Colorado Lane,Atlanta,US,31119,Yes,False
12743-00952-KO,Christel Speak,No email,+1 (678) 222-0967,8 Crowley Place,Duluth,US,30096,No,True
41505-42181-EF,Sibella Rushbrooke,srushbrooke6q@youku.com,+1 (916) 214-5665,00901 Marquette Plaza,Sacramento,US,94250,Yes,True
14307-87663-KB,Tammie Drynan,tdrynan6r@deviantart.com,+1 (813) 619-0579,5776 Coleman Circle,Tampa,US,33661,Yes,True
08360-19442-GB,Effie Yurkov,eyurkov6s@hud.gov,+1 (808) 320-5976,970 Northport Pass,Honolulu,US,96805,No,True
93405-51204-UW,Lexie Mallan,lmallan6t@state.gov,+1 (225) 484-4771,43 Longview Center,Baton Rouge,US,70820,Yes,True
97152-03355-IW,Georgena Bentjens,gbentjens6u@netlog.com,+44 (610) 153-1208,4738 Bashford Crossing,Newbiggin,UK,NE46,No,True
79216-73157-TE,Delmar Beasant,No email,+353 (382) 208-0531,856 Colorado Way,Kilkenny,IR,R95,Yes,True
20259-47723-AC,Lyn Entwistle,lentwistle6w@omniture.com,+1 (612) 972-1256,54 Canary Terrace,Minneapolis,US,55458,Yes,True
04947-41413-JP,Stuart Lafee,No email,+1 (415) 923-7750,259 Lake View Parkway,San Francisco,US,94159,No,True
08909-77713-CG,Mercedes Acott,macott6y@pagesperso-orange.fr,+1 (704) 892-0605,37340 Lerdahl Avenue,Charlotte,US,28225,Yes,True
84340-73931-VV,Connor Heaviside,cheaviside6z@rediff.com,+1 (602) 260-2399,941 Graceland Terrace,Phoenix,US,85099,Yes,True
04609-95151-XH,Devy Bulbrook,No email,+1 (212) 360-7479,567 Farmco Hill,Jamaica,US,11407,No,True
99562-88650-YF,Leia Kernan,lkernan71@wsj.com,+1 (217) 146-0949,76 Briar Crest Avenue,Champaign,US,61825,No,True
46560-73885-PJ,Rosaline McLae,rmclae72@dailymotion.com,No phone number,1065 Myrtle Center,Swindon,UK,SN1,No,False
80179-44620-WN,Cleve Blowfelde,cblowfelde73@ustream.tv,+1 (520) 951-0585,72657 Shelley Alley,Tucson,US,85715,No,True
04666-71569-RI,Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,32764 Buell Pass,Milwaukee,US,53205,Yes,True
59081-87231-VP,Denyse O'Calleran,docalleran75@ucla.edu,+1 (954) 368-3867,6384 Darwin Avenue,Pompano Beach,US,33064,Yes,True
07878-45872-CC,Cobby Cromwell,ccromwell76@desdev.cn,+1 (562) 516-6052,45604 Bunker Hill Court,Whittier,US,90610,No,True
12444-05174-OO,Irv Hay,ihay77@lulu.com,+44 (878) 199-6257,667 Florence Drive,Sheffield,UK,S33,No,True
34665-62561-AU,Tani Taffarello,ttaffarello78@sciencedaily.com,No phone number,26 Linden Center,Saint Louis,US,63180,Yes,False
77877-11993-QH,Monique Canty,mcanty79@jigsy.com,+1 (814) 215-3753,21342 Schiller Parkway,Erie,US,16522,Yes,True
32291-18308-YZ,Javier Kopke,jkopke7a@auda.org.au,+1 (253) 638-4435,04 Hanson Junction,Tacoma,US,98464,No,True
25754-33191-ZI,Mar McIver,No email,+1 (571) 479-3812,6 Carberry Pass,Richmond,US,23277,No,True
53120-45532-KL,Arabella Fransewich,No email,+353 (336) 656-6944,675 Ruskin Road,Kinsealy-Drinan,IR,D17,Yes,True
36605-83052-WB,Violette Hellmore,vhellmore7d@bbc.co.uk,+1 (501) 899-4038,87597 Butternut Alley,Little Rock,US,72204,Yes,True
53683-35977-KI,Myles Seawright,mseawright7e@nbcnews.com,+44 (638) 528-2467,5021 Summit Drive,Newton,UK,NG34,No,True
07972-83134-NM,Silvana Northeast,snortheast7f@mashable.com,+1 (775) 344-1930,4306 Northfield Place,Sparks,US,89436,Yes,True
23229-79220-TE,Annecorinne Leehane,No email,+1 (979) 206-8419,722 Marcy Plaza,Bryan,US,77806,Yes,True
25514-23938-IQ,Monica Fearon,mfearon7h@reverbnation.com,+1 (972) 686-6332,41524 Mandrake Center,Denton,US,76210,No,True
49084-44492-OJ,Barney Chisnell,No email,No phone number,5915 Hallows Court,Tullamore,IR,R35,Yes,False
76624-72205-CK,Jasper Sisneros,jsisneros7j@a8.net,+1 (919) 448-8909,38 Dryden Plaza,Raleigh,US,27635,Yes,True
12729-50170-JE,Zachariah Carlson,zcarlson7k@bigcartel.com,+353 (259) 651-4128,4825 Bowman Crossing,Shankill,IR,A98,Yes,True
43974-44760-QI,Warner Maddox,wmaddox7l@timesonline.co.uk,+1 (917) 310-4684,6223 North Hill,New York City,US,10105,No,True
30585-48726-BK,Donnie Hedlestone,dhedlestone7m@craigslist.org,+1 (203) 768-3169,02670 Superior Way,Stamford,US,6905,No,True
16123-07017-TY,Teddi Crowthe,tcrowthe7n@europa.eu,+1 (419) 561-6809,7 Eastlawn Alley,Toledo,US,43666,No,True
27723-45097-MH,Dorelia Bury,dbury7o@tinyurl.com,+353 (262) 842-7103,305 Holy Cross Way,Castleblayney,IR,A75,Yes,True
37078-56703-AF,Gussy Broadbear,gbroadbear7p@omniture.com,+1 (573) 758-1104,0 Manitowish Hill,Columbia,US,65211,No,True
79420-11075-MY,Emlynne Palfrey,epalfrey7q@devhub.com,+1 (260) 500-7893,2793 Vera Point,Fort Wayne,US,46852,Yes,True
57504-13456-UO,Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,091 Old Gate Road,Saint Louis,US,63143,Yes,True
53751-57560-CN,Christopher Grieveson,No email,+1 (208) 826-3825,91 Old Gate Road,Portland,US,97211,Yes,True
96112-42558-EA,Karlan Karby,kkarby7t@sbwire.com,+1 (303) 516-4935,4 Linden Park,Boulder,US,80305,Yes,True
03157-23165-UB,Flory Crumpe,fcrumpe7u@ftc.gov,+44 (564) 507-1056,1 Hanover Terrace,Norton,UK,NN11,No,True
51466-52850-AG,Amity Chatto,achatto7v@sakura.ne.jp,+44 (522) 740-3583,2 Morrow Hill,Sheffield,UK,S33,Yes,True
57145-31023-FK,Nanine McCarthy,No email,+1 (502) 913-2943,27 Pine View Crossing,Louisville,US,40298,No,True
66408-53777-VE,Lyndsey Megany,No email,+1 (716) 790-4379,7536 Homewood Place,Buffalo,US,14276,No,True
53035-99701-WG,Byram Mergue,bmergue7y@umn.edu,No phone number,801 Sloan Plaza,Canton,US,44710,Yes,False
45899-92796-EI,Kerr Patise,kpatise7z@jigsy.com,+1 (617) 552-8968,2469 Hayes Lane,Boston,US,2114,No,True
17649-28133-PY,Mathew Goulter,No email,+353 (968) 887-1849,3 Sunfield Terrace,Kinlough,IR,F94,Yes,True
49612-33852-CN,Marris Grcic,No email,No phone number,758 Acker Point,Lynchburg,US,24515,Yes,False
66976-43829-YG,Domeniga Duke,dduke82@vkontakte.ru,+1 (626) 268-7265,472 Mosinee Crossing,Los Angeles,US,90071,No,True
64852-04619-XZ,Violante Skouling,No email,No phone number,9366 Bunting Center,Drumcondra,IR,D11,No,False
58690-31815-VY,Isidore Hussey,ihussey84@mapy.cz,No phone number,641 Birchwood Place,Birmingham,US,35236,No,False
62863-81239-DT,Cassie Pinkerton,cpinkerton85@upenn.edu,+1 (202) 727-7464,5205 Graceland Point,Alexandria,US,22309,No,True
21177-40725-CF,Micki Fero,No email,+1 (203) 722-1559,9 Burrows Way,Danbury,US,6816,No,True
99421-80253-UI,Cybill Graddell,No email,No phone number,8 Reindahl Alley,Albany,US,12205,No,False
45315-50206-DK,Dorian Vizor,dvizor88@furl.net,+1 (941) 130-0581,6023 Novick Parkway,Naples,US,34108,Yes,True
09595-95726-OV,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,+1 (305) 898-4252,9715 Shopko Hill,Miami Beach,US,33141,Yes,True
60221-67036-TD,Ken Lestrange,klestrange8a@lulu.com,+1 (404) 479-6402,1961 Sage Way,Atlanta,US,30358,Yes,True
62923-29397-KX,Lacee Tanti,ltanti8b@techcrunch.com,+1 (361) 383-8015,29668 Bashford Trail,Corpus Christi,US,78405,Yes,True
33011-52383-BA,Arel De Lasci,ade8c@1und1.de,+1 (808) 868-6669,80254 Cherokee Alley,Honolulu,US,96835,Yes,True
86768-91598-FA,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,+1 (512) 635-4547,4019 Hagan Plaza,Austin,US,78737,Yes,True
37191-12203-MX,Perkin Stonner,pstonner8e@moonfruit.com,+1 (410) 158-5285,09771 Rigney Center,Baltimore,US,21290,No,True
16545-76328-JY,Darrin Tingly,dtingly8f@goo.ne.jp,No phone number,6094 Dawn Junction,Lexington,US,40596,Yes,False
32177-42200-TP,Rhodie Whife,rwhife8g@360.cn,No phone number,2241 Kim Trail,Joliet,US,60435,Yes,False
22349-47389-GY,Benn Checci,bchecci8h@usa.gov,+44 (237) 377-1917,88 West Avenue,Eaton,UK,DN22,No,True
70290-38099-GB,Janifer Bagot,jbagot8i@mac.com,+1 (402) 659-3815,8580 Autumn Leaf Trail,Lincoln,US,68505,No,True
18741-72071-PP,Ermin Beeble,ebeeble8j@soundcloud.com,+1 (513) 141-9892,14777 Leroy Avenue,Cincinnati,US,45254,Yes,True
62588-82624-II,Cos Fluin,cfluin8k@flickr.com,No phone number,88 Jenna Point,Sheffield,UK,S33,No,False
37430-29579-HD,Eveleen Bletsor,ebletsor8l@vinaora.com,+1 (860) 182-4246,9076 Manley Center,West Hartford,US,6127,Yes,True
84132-22322-QT,Paola Brydell,pbrydell8m@bloglovin.com,+353 (522) 527-0155,826 Judy Alley,Listowel,IR,V31,No,True
74330-29286-RO,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,US,28299,Yes,True
37445-17791-NQ,Natka Leethem,nleethem8o@mac.com,+1 (318) 839-1492,12 Stone Corner Avenue,Alexandria,US,71307,Yes,True
58511-10548-ZU,Ailene Nesfield,anesfield8p@people.com.cn,+44 (418) 372-8139,59 Rieder Lane,Belfast,UK,BT2,Yes,True
47725-34771-FJ,Stacy Pickworth,No email,+1 (702) 723-3139,81014 Delladonna Terrace,Las Vegas,US,89115,No,True
53086-67334-KT,Melli Brockway,mbrockway8r@ibm.com,+1 (515) 216-0617,0528 Thackeray Pass,Des Moines,US,50369,Yes,True
83308-82257-UN,Nanny Lush,nlush8s@dedecms.com,+353 (360) 805-4030,1 Annamark Drive,Ballivor,IR,D17,No,True
37274-08534-FM,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,US,44315,No,True
54004-04664-AA,Tess Bennison,tbennison8u@google.cn,+1 (561) 413-7904,00225 Fieldstone Center,West Palm Beach,US,33405,Yes,True
26822-19510-SD,Gabie Tweed,gtweed8v@yolasite.com,No phone number,0 Fairview Lane,Fresno,US,93715,Yes,False
37916-57149-GE,Freddie Cusick,fcusick8w@hatena.ne.jp,+1 (319) 601-1652,1 Steensland Drive,Iowa City,US,52245,Yes,True
06432-73165-ML,Gaile Goggin,ggoggin8x@wix.com,+353 (484) 159-9549,654 Mandrake Plaza,Sandyford,IR,D04,Yes,True
96503-31833-CW,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,+353 (460) 272-4069,43 Fremont Point,Dublin,IR,D04,No,True
63985-64148-MG,Donica Bonhome,dbonhome8z@shinystat.com,+1 (865) 238-4985,73509 Victoria Junction,Knoxville,US,37924,Yes,True
19597-91185-CM,Diena Peetermann,No email,+1 (913) 671-7118,05926 Northfield Parkway,Shawnee Mission,US,66276,No,True
79814-23626-JR,Trina Le Sarr,tle91@epa.gov,+1 (415) 176-8216,96 Rigney Trail,San Francisco,US,94132,Yes,True
43439-94003-DW,Flynn Antony,No email,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,US,35244,No,True
97655-45555-LI,Baudoin Alldridge,balldridge93@yandex.ru,+1 (646) 561-0082,14 Oriole Hill,Brooklyn,US,11215,Yes,True
64418-01720-VW,Homer Dulany,No email,+1 (915) 761-6081,1988 Autumn Leaf Crossing,El Paso,US,79934,Yes,True
96836-09258-RI,Lisa Goodger,lgoodger95@guardian.co.uk,No phone number,86634 Nova Plaza,Sacramento,US,94250,Yes,False
33622-01348-PF,Fiorenze Drogan,fdrogan96@gnu.org,+1 (202) 698-9605,70193 Sunfield Circle,Washington,US,20220,No,True
69529-07533-CV,Corine Drewett,cdrewett97@wikipedia.org,+1 (561) 651-3098,1881 Elgar Parkway,Boynton Beach,US,33436,Yes,True
94840-49457-UD,Quinn Parsons,qparsons98@blogtalkradio.com,+1 (323) 848-5169,47 Farwell Park,Los Angeles,US,90094,Yes,True
81414-81273-DK,Vivyan Ceely,vceely99@auda.org.au,+1 (410) 876-8486,080 Stoughton Hill,Baltimore,US,21275,Yes,True
76930-61689-CH,Elonore Goodings,No email,No phone number,7 Grim Point,Salt Lake City,US,84125,No,False
12839-56537-TQ,Clement Vasiliev,cvasiliev9b@discuz.net,+1 (214) 507-8264,49 Eliot Alley,Garland,US,75049,Yes,True
62741-01322-HU,Terencio O'Moylan,tomoylan9c@liveinternet.ru,+44 (911) 807-7254,19 Kings Pass,Church End,UK,CB4,No,True
34104-15243-UX,Jeddy Vanyarkin,No email,+1 (614) 733-3977,90 Fieldstone Way,Columbus,US,43240,No,True
44932-34838-RM,Wyatan Fetherston,wfetherston9e@constantcontact.com,+1 (212) 724-3420,74 Morning Avenue,New York City,US,10184,No,True
91181-19412-RQ,Emmaline Rasmus,erasmus9f@techcrunch.com,+1 (617) 830-9474,045 Jackson Junction,Boston,US,2216,Yes,True
37182-54930-XC,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,+1 (415) 960-7198,45 Trailsway Avenue,San Francisco,US,94132,Yes,True
08613-17327-XT,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,US,46295,No,True
40507-83899-MR,Christy Franseco,cfranseco9i@phoca.cz,No phone number,59947 Nobel Park,Jacksonville,US,32209,No,False
70451-38048-AH,Noam Climance,nclimance9j@europa.eu,No phone number,34 Orin Crossing,Seattle,US,98148,No,False
35442-75769-PL,Catarina Donn,No email,+353 (950) 306-4776,74 Logan Avenue,Dunmanway,IR,P47,Yes,True
83737-56117-JE,Ameline Snazle,asnazle9l@oracle.com,+1 (334) 193-6359,246 Katie Terrace,Montgomery,US,36109,No,True
07095-81281-NJ,Rebeka Worg,rworg9m@arstechnica.com,+1 (214) 985-2470,8753 Texas Court,Dallas,US,75372,Yes,True
77043-48851-HG,Lewes Danes,ldanes9n@umn.edu,+1 (785) 398-5129,37 Graedel Court,Topeka,US,66622,No,True
78224-60622-KH,Shelli Keynd,skeynd9o@narod.ru,+1 (903) 299-3053,9 Iowa Court,Tyler,US,75799,No,True
83105-86631-IU,Dell Daveridge,ddaveridge9p@arstechnica.com,+1 (213) 474-2139,09652 Crowley Lane,Los Angeles,US,90065,No,True
99358-65399-TC,Joshuah Awdry,jawdry9q@utexas.edu,+1 (318) 747-7610,7961 Blackbird Road,Shreveport,US,71137,No,True
94525-76037-JP,Ethel Ryles,eryles9r@fastcompany.com,+1 (208) 760-1705,8 Schurz Place,Boise,US,83722,No,True
91336-36621-RB,Selie Baulcombe,sbaulcombe9s@dropbox.com,+1 (760) 131-9436,21543 Bluejay Court,San Bernardino,US,92415,No,True
82718-93677-XO,Maitilde Boxill,No email,+1 (334) 191-0127,65 Cardinal Plaza,Montgomery,US,36177,Yes,True
44708-78241-DF,Jodee Caldicott,jcaldicott9u@usda.gov,No phone number,2690 Oak Way,Fort Pierce,US,34981,No,False
23039-93032-FN,Marianna Vedmore,mvedmore9v@a8.net,+1 (336) 366-8873,368 Waubesa Way,Greensboro,US,27415,Yes,True
35256-12529-FT,Willey Romao,wromao9w@chronoengine.com,+1 (916) 623-2394,013 Vernon Way,Sacramento,US,94237,Yes,True
86100-33488-WP,Enriqueta Ixor,No email,+1 (512) 200-9234,068 Meadow Ridge Lane,Round Rock,US,78682,No,True
64435-53100-WM,Tomasina Cotmore,tcotmore9y@amazonaws.com,+1 (571) 250-3012,2146 Helena Court,Reston,US,22096,No,True
44699-43836-UH,Yuma Skipsey,yskipsey9z@spotify.com,+44 (257) 759-9950,321 Killdeer Center,Charlton,UK,OX12,No,True
29588-35679-RG,Nicko Corps,ncorpsa0@gmpg.org,+1 (803) 730-8217,119 Iowa Plaza,Columbia,US,29220,No,True
09003-89770-JO,Christabel Rubury,cruburya1@geocities.jp,+1 (615) 747-8432,8895 Spaight Circle,Nashville,US,37215,Yes,True
64815-54078-HH,Feliks Babber,fbabbera2@stanford.edu,+1 (623) 550-6050,18 Helena Trail,Phoenix,US,85025,Yes,True
59572-41990-XY,Kaja Loxton,kloxtona3@opensource.org,No phone number,8477 East Trail,Miami,US,33233,No,False
32481-61533-ZJ,Parker Tofful,ptoffula4@posterous.com,+1 (310) 210-6841,97465 Almo Alley,Fresno,US,93762,Yes,True
31587-92570-HL,Casi Gwinnett,cgwinnetta5@behance.net,No phone number,0 Elgar Parkway,Anaheim,US,92825,No,False
93832-04799-ID,Saree Ellesworth,No email,+1 (757) 211-0153,715 Oxford Lane,Newport News,US,23605,No,True
59367-30821-ZQ,Silvio Iorizzi,No email,No phone number,5 Dwight Plaza,Spartanburg,US,29305,Yes,False
83947-45528-ET,Leesa Flaonier,lflaoniera8@wordpress.org,+1 (718) 586-2839,25 Saint Paul Drive,Staten Island,US,10305,No,True
60799-92593-CX,Abba Pummell,No email,No phone number,3 Service Pass,Las Vegas,US,89115,Yes,False
61600-55136-UM,Corinna Catcheside,ccatchesideaa@macromedia.com,+1 (801) 121-6042,8 Kim Street,Salt Lake City,US,84105,Yes,True
59771-90302-OF,Cortney Gibbonson,cgibbonsonab@accuweather.com,+1 (206) 848-3585,861 David Crossing,Seattle,US,98109,Yes,True
16880-78077-FB,Terri Farra,tfarraac@behance.net,+1 (432) 648-9589,06448 Burrows Terrace,Odessa,US,79764,No,True
74415-50873-FC,Corney Curme,No email,+353 (772) 127-7148,0535 Michigan Plaza,Castleknock,IR,K78,Yes,True
31798-95707-NR,Gothart Bamfield,gbamfieldae@yellowpages.com,+1 (214) 200-7886,41203 Vernon Street,Irving,US,75037,Yes,True
59122-08794-WT,Waylin Hollingdale,whollingdaleaf@about.me,+1 (937) 354-2653,3 Heath Trail,Dayton,US,45426,Yes,True
37238-52421-JJ,Judd De Leek,jdeag@xrea.com,+1 (616) 966-1581,90 Saint Paul Plaza,Grand Rapids,US,49560,Yes,True
48854-01899-FN,Vanya Skullet,vskulletah@tinyurl.com,+353 (215) 420-1467,4 Grim Road,Balally,IR,D04,No,True
80896-38819-DW,Jany Rudeforth,jrudeforthai@wunderground.com,+353 (232) 377-5407,614 Commercial Center,Tullyallen,IR,E25,Yes,True
29814-01459-RC,Ashbey Tomaszewski,atomaszewskiaj@answers.com,No phone number,7685 Oxford Crossing,Sutton,UK,CT15,Yes,False
21815-71230-UT,Fanni Marti,fmartiak@stumbleupon.com,+1 (217) 599-8947,160 Ruskin Park,Springfield,US,62756,No,True
48497-29281-FE,Pren Bess,pbessal@qq.com,+1 (949) 121-4600,36559 Sommers Parkway,Los Angeles,US,90010,Yes,True
43605-12616-YH,Elka Windress,ewindressam@marketwatch.com,+1 (443) 619-7953,78 Anderson Alley,Baltimore,US,21239,No,True
21907-75962-VB,Marty Kidstoun,No email,+1 (717) 990-3931,4 Sundown Circle,Harrisburg,US,17126,Yes,True
69503-12127-YD,Nickey Dimbleby,No email,+1 (469) 579-2051,525 Warner Hill,Dallas,US,75216,No,True
68810-07329-EU,Virgil Baumadier,vbaumadierap@google.cn,+1 (816) 987-4857,89508 Atwood Way,Kansas City,US,64125,Yes,True
08478-75251-OG,Lenore Messenbird,No email,+1 (217) 713-5108,7881 Dahle Center,Springfield,US,62723,Yes,True
17005-82030-EA,Shirleen Welds,sweldsar@wired.com,+1 (203) 568-7058,002 Summer Ridge Terrace,New Haven,US,6510,Yes,True
42179-95059-DO,Maisie Sarvar,msarvaras@artisteer.com,+1 (404) 401-6865,83 Saint Paul Drive,Lawrenceville,US,30045,Yes,True
55989-39849-WO,Andrej Havick,ahavickat@nsw.gov.au,+1 (828) 769-0743,720 Pennsylvania Pass,Asheville,US,28805,Yes,True
28932-49296-TM,Sloan Diviny,sdivinyau@ask.com,No phone number,3904 Birchwood Terrace,Saint Paul,US,55123,Yes,False
86144-10144-CB,Itch Norquoy,inorquoyav@businessweek.com,No phone number,1 Welch Court,Minneapolis,US,55458,No,False
60973-72562-DQ,Anson Iddison,aiddisonaw@usa.gov,+1 (714) 658-0310,8 Steensland Junction,Santa Ana,US,92725,No,True
94341-60520-PF,Dov Sprosson,dsprossonax@wunderground.com,+1 (240) 598-3988,7 Anzinger Drive,Hagerstown,US,21747,Yes,True
11263-86515-VU,Randal Longfield,rlongfielday@bluehost.com,+1 (612) 210-6966,513 Commercial Avenue,Minneapolis,US,55458,No,True
60004-62976-NI,Gregorius Kislingbury,gkislingburyaz@samsung.com,No phone number,4 Jenifer Street,Washington,US,20420,Yes,False
77876-28498-HI,Xenos Gibbons,xgibbonsb0@artisteer.com,+1 (909) 614-0008,002 7th Junction,San Bernardino,US,92415,No,True
61302-06948-EH,Fleur Parres,fparresb1@imageshack.us,+1 (585) 672-4256,641 Steensland Pass,Rochester,US,14609,Yes,True
06757-96251-UH,Gran Sibray,gsibrayb2@wsj.com,+1 (360) 389-5295,5018 Iowa Pass,Vancouver,US,98664,Yes,True
44530-75983-OD,Ingelbert Hotchkin,ihotchkinb3@mit.edu,+44 (387) 464-9544,322 Basil Pass,Preston,UK,PR1,No,True
44865-58249-RY,Neely Broadberrie,nbroadberrieb4@gnu.org,+1 (202) 327-2217,8571 Buena Vista Junction,Washington,US,20057,No,True
36021-61205-DF,Rutger Pithcock,rpithcockb5@yellowbook.com,+1 (865) 655-9540,2425 Corben Street,Knoxville,US,37924,Yes,True
75716-12782-SS,Gale Croysdale,gcroysdaleb6@nih.gov,+1 (304) 384-2939,1657 Delladonna Hill,Charleston,US,25336,Yes,True
11812-00461-KH,Benedetto Gozzett,bgozzettb7@github.com,+1 (214) 700-0229,0389 Hintze Pass,Dallas,US,75372,No,True
46681-78850-ZW,Tania Craggs,tcraggsb8@house.gov,+353 (239) 197-6142,0 Eagan Parkway,Whitegate,IR,D15,No,True
01932-87052-KO,Leonie Cullrford,lcullrfordb9@xing.com,+1 (530) 998-9789,71 Sycamore Crossing,Chico,US,95973,Yes,True
16046-34805-ZF,Auguste Rizon,arizonba@xing.com,+1 (501) 732-3644,19 Merrick Pass,Little Rock,US,72215,Yes,True
34546-70516-LR,Lorin Guerrazzi,No email,+353 (764) 294-5957,8244 La Follette Street,Balrothery,IR,K32,No,True
73699-93557-FZ,Felice Miell,fmiellbc@spiegel.de,+1 (732) 770-5368,35 Hoepker Pass,New Brunswick,US,8922,Yes,True
86686-37462-CK,Hamish Skeech,No email,+353 (677) 415-3920,5662 Messerschmidt Lane,Valleymount,IR,A83,Yes,True
14298-02150-KH,Giordano Lorenzin,No email,+1 (415) 414-0382,577 Roth Pass,San Francisco,US,94132,No,True
